student_id,attendance,cgpa,aptitude_score,coding_score,communication_score,mock_exam_score,backlogs,career_interest,placement_status,exam_selected
S01126,100,8.17,84,50,62,73,0,AI Researcher,In Progress,CAT
S01127,90,7.18,35,46,74,52,0,Cybersecurity,In Progress,RRB-NTPC
S01128,84,8.21,2,67,89,42,1,Software Engineer,Placed,RRB-NTPC
S01129,69,9.74,17,32,56,48,1,AI Researcher,In Progress,SkillsCert
S01130,95,5.59,96,11,87,86,1,Cloud Engineer,Not Placed,CAT
S01131,91,5.37,83,5,29,78,0,Software Engineer,Not Placed,GATE
S01132,86,8.83,0,6,26,25,1,Business Analyst,Not Placed,GATE
S01133,89,5.34,94,79,50,2,1,Business Analyst,In Progress,CAT
S01134,60,8.27,40,53,63,47,1,Data Scientist,In Progress,GRE
S01135,97,6.95,29,74,15,77,0,Data Scientist,Not Placed,GRE
S01136,67,9.95,64,54,55,72,1,Business Analyst,In Progress,RRB-NTPC
S01137,86,6.83,87,71,48,23,0,Cloud Engineer,In Progress,No exam
S01138,83,9.45,37,29,41,58,0,Data Scientist,Not Placed,No exam
S01139,69,7.72,69,90,2,64,0,Cybersecurity,In Progress,No exam
S01140,68,6.97,59,44,31,59,0,Data Scientist,Not Placed,SkillsCert
S01141,93,6.92,85,0,80,86,0,Cloud Engineer,Not Placed,GRE
S01142,75,7.27,57,11,21,22,1,Business Analyst,Not Placed,RRB-NTPC
S01143,74,9.15,82,24,12,31,0,Cybersecurity,Not Placed,SkillsCert
S01144,80,9.51,37,43,47,8,0,AI Researcher,In Progress,GRE
S01145,63,6.87,6,32,51,12,1,AI Researcher,Not Placed,No exam
S01146,64,7.48,26,31,7,59,1,Data Scientist,Not Placed,SkillsCert
S01147,71,8.08,78,66,44,77,1,Cybersecurity,In Progress,SkillsCert
S01148,67,8.0,67,48,77,29,0,Software Engineer,In Progress,GATE
S01149,66,8.33,6,40,7,10,0,AI Researcher,Not Placed,No exam
S01150,78,6.16,6,22,35,80,0,Software Engineer,Not Placed,GRE
S01151,74,9.36,52,64,25,20,1,AI Researcher,In Progress,CAT
S01152,80,7.67,100,26,81,45,1,Business Analyst,In Progress,RRB-NTPC
S01153,85,8.91,11,2,32,69,0,Cloud Engineer,Not Placed,CAT
S01154,77,8.21,19,74,61,13,1,Business Analyst,In Progress,SkillsCert
S01155,80,7.65,24,20,65,89,1,Business Analyst,Not Placed,GRE
S01156,71,7.73,89,10,18,31,0,Business Analyst,Not Placed,GATE
S01157,100,9.35,76,55,97,94,0,AI Researcher,Placed,GRE
S01158,64,6.87,29,10,72,38,1,Data Scientist,Not Placed,SkillsCert
S01159,91,7.51,9,81,95,26,1,Data Scientist,Placed,RRB-NTPC
S01160,92,6.63,53,48,2,100,0,Cloud Engineer,Not Placed,CAT
S01161,70,5.58,60,53,0,19,0,Cybersecurity,Not Placed,SkillsCert
S01162,78,5.35,68,12,92,78,1,Data Scientist,Not Placed,No exam
S01163,80,6.94,65,26,6,25,1,AI Researcher,Not Placed,RRB-NTPC
S01164,89,6.18,68,69,90,5,1,Business Analyst,In Progress,GRE
S01165,94,5.62,42,49,61,78,0,Cybersecurity,In Progress,CAT
S01166,81,5.2,25,17,52,89,0,Cybersecurity,Not Placed,GRE
S01167,77,9.54,98,1,13,83,0,AI Researcher,Not Placed,SkillsCert
S01168,75,7.86,63,76,51,38,1,Software Engineer,In Progress,RRB-NTPC
S01169,97,5.71,46,78,44,89,1,AI Researcher,In Progress,CAT
S01170,62,9.47,62,63,79,83,0,Cybersecurity,Placed,No exam
S01171,90,8.78,26,54,84,20,1,Data Scientist,Placed,GRE
S01172,66,7.56,75,2,73,62,0,Cloud Engineer,Not Placed,GRE
S01173,61,7.41,6,33,69,40,1,Software Engineer,In Progress,CAT
S01174,60,6.52,16,36,66,26,1,Cybersecurity,In Progress,CAT
S01175,76,7.95,80,39,13,58,0,Software Engineer,Not Placed,No exam
S01176,83,8.36,77,2,27,21,0,Data Scientist,Not Placed,SkillsCert
S01177,76,6.07,71,35,52,49,0,Cybersecurity,Not Placed,GATE
S01178,94,9.56,60,76,69,24,0,Business Analyst,Placed,No exam
S01179,90,8.82,70,63,97,36,1,Data Scientist,Placed,GATE
S01180,96,6.06,9,48,11,28,0,Data Scientist,Not Placed,GATE
S01181,83,10.0,14,65,100,65,1,Cloud Engineer,Placed,CAT
S01182,63,8.07,55,13,46,85,1,Business Analyst,Not Placed,GATE
S01183,96,7.17,75,67,87,12,1,Software Engineer,Placed,RRB-NTPC
S01184,94,6.0,48,13,13,53,0,Software Engineer,Not Placed,GATE
S01185,86,9.01,28,70,62,90,0,Cybersecurity,In Progress,RRB-NTPC
S01186,72,7.35,16,98,7,92,0,AI Researcher,In Progress,CAT
S01187,96,6.73,92,75,27,51,1,Software Engineer,In Progress,SkillsCert
S01188,72,8.77,27,37,51,41,1,Business Analyst,In Progress,RRB-NTPC
S01189,80,8.4,4,82,71,73,0,Cybersecurity,Placed,RRB-NTPC
S01190,84,8.19,26,9,23,14,0,Data Scientist,Not Placed,SkillsCert
S01191,63,7.09,68,5,33,70,0,Data Scientist,Not Placed,RRB-NTPC
S01192,100,9.61,14,99,9,74,1,Cybersecurity,In Progress,No exam
S01193,87,7.7,90,87,5,41,1,Data Scientist,In Progress,RRB-NTPC
S01194,83,7.01,21,83,44,96,0,Software Engineer,In Progress,SkillsCert
S01195,77,6.38,41,69,77,77,1,Software Engineer,In Progress,SkillsCert
S01196,73,5.1,61,21,68,75,1,Software Engineer,Not Placed,GRE
S01197,75,6.94,89,65,20,21,0,Data Scientist,Not Placed,RRB-NTPC
S01198,88,5.2,70,30,40,86,1,Software Engineer,Not Placed,RRB-NTPC
S01199,73,8.72,94,34,93,90,0,Business Analyst,In Progress,No exam
S01200,88,7.39,49,17,100,62,1,Software Engineer,In Progress,GRE
S01201,90,5.75,26,15,4,2,0,Software Engineer,Not Placed,CAT
S01202,76,9.79,76,23,8,62,0,Data Scientist,Not Placed,CAT
S01203,87,8.62,93,0,29,2,0,Business Analyst,Not Placed,CAT
S01204,100,8.86,70,58,72,48,1,Business Analyst,In Progress,GRE
S01205,93,9.13,86,79,92,97,1,Business Analyst,Placed,No exam
S01206,92,5.14,72,63,40,77,1,Software Engineer,Not Placed,No exam
S01207,73,9.5,43,52,13,60,1,Data Scientist,Not Placed,CAT
S01208,94,8.19,63,54,3,72,0,Software Engineer,Not Placed,RRB-NTPC
S01209,95,5.87,22,70,49,34,0,AI Researcher,In Progress,SkillsCert
S01210,83,8.01,76,29,75,8,1,Cloud Engineer,In Progress,No exam
S01211,86,6.87,18,92,33,44,0,Business Analyst,In Progress,GRE
S01212,69,5.21,34,17,16,32,4,Software Engineer,Not Placed,GRE
S01213,76,7.48,62,79,83,100,1,Cybersecurity,Placed,GATE
S01214,68,8.12,14,82,63,78,1,Cybersecurity,Placed,GATE
S01215,96,5.38,65,73,55,0,0,Business Analyst,In Progress,SkillsCert
S01216,80,9.53,61,28,71,91,1,Cybersecurity,In Progress,GRE
S01217,66,9.78,92,42,73,30,0,AI Researcher,In Progress,RRB-NTPC
S01218,79,7.71,44,81,42,56,0,Business Analyst,In Progress,GATE
S01219,79,9.83,71,100,3,73,1,Cybersecurity,In Progress,CAT
S01220,92,8.89,5,63,30,67,0,Cybersecurity,In Progress,No exam
S01221,97,6.01,32,90,67,5,1,Data Scientist,In Progress,GATE
S01222,62,5.11,91,27,90,98,4,Cloud Engineer,In Progress,GRE
S01223,81,9.88,29,29,75,6,1,Software Engineer,In Progress,No exam
S01224,93,8.18,0,39,21,61,0,Software Engineer,Not Placed,No exam
S01225,61,7.26,14,57,3,80,1,Software Engineer,Not Placed,GATE
S01226,74,8.89,71,47,52,42,0,Cloud Engineer,In Progress,SkillsCert
S01227,66,9.69,78,98,19,69,1,AI Researcher,In Progress,CAT
S01228,86,7.87,62,41,51,10,1,Data Scientist,In Progress,GATE
S01229,77,9.28,98,66,86,89,0,Data Scientist,Placed,GRE
S01230,67,8.47,24,32,87,44,1,Cloud Engineer,In Progress,RRB-NTPC
S01231,88,5.7,26,50,39,63,0,Cybersecurity,Not Placed,CAT
S01232,86,7.04,69,9,100,63,1,Data Scientist,In Progress,GATE
S01233,60,8.88,98,48,3,16,1,Data Scientist,Not Placed,SkillsCert
S01234,70,7.71,15,38,85,95,1,Data Scientist,In Progress,CAT
S01235,80,8.69,11,89,28,10,1,AI Researcher,In Progress,RRB-NTPC
S01236,83,6.11,5,14,29,18,1,AI Researcher,Not Placed,GRE
S01237,83,7.63,44,80,95,94,0,Data Scientist,Placed,GATE
S01238,78,7.63,68,82,4,80,0,AI Researcher,Not Placed,No exam
S01239,62,8.98,85,72,10,7,1,Software Engineer,In Progress,SkillsCert
S01240,68,7.21,75,57,76,2,1,Data Scientist,In Progress,CAT
S01241,67,6.06,31,92,39,74,2,Data Scientist,In Progress,CAT
S01242,75,9.21,85,71,94,14,0,Business Analyst,Placed,GRE
S01243,78,9.17,90,62,60,65,1,Cloud Engineer,In Progress,GRE
S01244,70,9.82,33,19,48,50,1,AI Researcher,In Progress,CAT
S01245,68,8.79,83,96,51,51,1,Business Analyst,Placed,GATE
S01246,80,5.94,39,49,50,38,1,Cybersecurity,Not Placed,No exam
S01247,96,7.37,39,39,6,72,0,Software Engineer,Not Placed,RRB-NTPC
S01248,62,7.49,24,61,54,44,1,AI Researcher,In Progress,GRE
S01249,84,9.55,66,36,81,36,1,Data Scientist,In Progress,CAT
S01250,85,6.32,3,27,21,34,0,Cybersecurity,Not Placed,CAT
S01251,100,7.99,50,49,70,78,1,Business Analyst,In Progress,No exam
S01252,88,5.59,5,66,94,78,1,AI Researcher,In Progress,SkillsCert
S01253,79,8.83,96,28,98,39,1,Data Scientist,In Progress,GATE
S01254,63,8.87,54,1,15,62,1,Business Analyst,Not Placed,SkillsCert
S01255,96,6.97,19,64,50,90,1,Software Engineer,In Progress,GRE
S01256,81,6.79,90,45,76,2,1,Cybersecurity,In Progress,CAT
S01257,77,7.07,21,67,53,51,0,AI Researcher,In Progress,GATE
S01258,98,6.39,29,39,9,52,1,Business Analyst,Not Placed,GATE
S01259,62,8.35,31,0,79,48,1,Cybersecurity,Not Placed,No exam
S01260,80,8.05,3,25,57,12,1,AI Researcher,Not Placed,SkillsCert
S01261,68,6.11,34,100,99,38,4,Cloud Engineer,Placed,No exam
S01262,99,5.72,34,71,85,60,1,Data Scientist,In Progress,GATE
S01263,90,6.93,38,24,74,67,1,AI Researcher,In Progress,RRB-NTPC
S01264,93,8.95,21,6,3,50,0,Data Scientist,Not Placed,CAT
S01265,97,9.81,31,92,52,83,1,Cybersecurity,Placed,CAT
S01266,86,8.87,49,94,46,10,1,AI Researcher,Placed,GRE
S01267,90,8.75,62,83,77,49,0,Data Scientist,Placed,RRB-NTPC
S01268,98,6.97,87,68,27,2,0,Cybersecurity,Not Placed,SkillsCert
S01269,92,9.89,86,0,92,53,1,Software Engineer,In Progress,GATE
S01270,70,5.38,34,81,19,21,1,Software Engineer,Not Placed,SkillsCert
S01271,81,8.93,86,71,99,42,1,AI Researcher,Placed,SkillsCert
S01272,75,8.48,80,73,17,14,1,Business Analyst,In Progress,GRE
S01273,78,8.94,71,76,54,15,1,Business Analyst,In Progress,No exam
S01274,80,6.57,16,17,92,60,0,Business Analyst,In Progress,GRE
S01275,65,8.61,25,23,48,86,0,Data Scientist,Not Placed,No exam
S01276,98,9.9,33,2,13,82,1,AI Researcher,Not Placed,GATE
S01277,64,8.26,31,61,2,63,0,Cloud Engineer,Not Placed,CAT
S01278,71,9.7,61,75,82,42,1,Software Engineer,Placed,No exam
S01279,79,7.1,62,11,77,3,0,Cybersecurity,Not Placed,CAT
S01280,79,6.09,72,28,32,46,0,Cloud Engineer,Not Placed,No exam
S01281,76,8.99,11,36,82,17,1,Data Scientist,In Progress,RRB-NTPC
S01282,87,9.32,13,24,11,18,1,Software Engineer,Not Placed,CAT
S01283,88,8.82,16,41,96,63,1,AI Researcher,Placed,RRB-NTPC
S01284,89,6.56,70,57,2,98,0,Cybersecurity,Not Placed,CAT
S01285,80,5.54,45,53,66,37,1,Data Scientist,In Progress,GATE
S01286,78,8.71,95,50,36,79,1,Software Engineer,In Progress,RRB-NTPC
S01287,98,9.33,64,82,77,76,0,AI Researcher,Placed,GRE
S01288,66,6.23,44,11,16,60,2,Business Analyst,Not Placed,SkillsCert
S01289,89,6.99,40,89,54,67,1,Cloud Engineer,In Progress,GATE
S01290,79,6.37,39,89,62,22,1,Business Analyst,In Progress,GATE
S01291,98,6.72,5,73,64,43,0,Cloud Engineer,In Progress,GRE
S01292,88,9.92,57,88,16,53,1,Cloud Engineer,In Progress,No exam
S01293,84,6.51,16,77,80,73,1,Data Scientist,In Progress,GRE
S01294,83,7.58,39,69,79,95,1,Data Scientist,In Progress,SkillsCert
S01295,81,9.3,78,15,42,88,0,Cloud Engineer,Not Placed,GATE
S01296,75,8.53,45,81,41,27,1,AI Researcher,In Progress,GRE
S01297,81,6.12,11,59,15,90,1,Data Scientist,Not Placed,CAT
S01298,69,8.79,39,4,63,32,1,Cybersecurity,Not Placed,RRB-NTPC
S01299,61,6.05,93,73,29,9,3,Software Engineer,Not Placed,SkillsCert
S01300,75,8.52,7,81,40,63,0,Cybersecurity,In Progress,GATE
S01301,77,8.64,49,91,30,77,1,Software Engineer,In Progress,CAT
S01302,73,8.56,81,26,13,10,1,Cybersecurity,Not Placed,RRB-NTPC
S01303,66,5.18,99,46,38,91,5,AI Researcher,Not Placed,GRE
S01304,75,9.18,80,33,84,94,1,Business Analyst,In Progress,RRB-NTPC
S01305,76,8.12,99,50,34,48,0,Software Engineer,In Progress,RRB-NTPC
S01306,92,6.43,76,71,84,74,1,AI Researcher,In Progress,RRB-NTPC
S01307,95,9.8,82,78,76,9,1,Cybersecurity,Placed,SkillsCert
S01308,65,7.18,76,89,82,29,1,AI Researcher,Placed,GATE
S01309,60,6.78,17,91,81,21,1,Software Engineer,Placed,No exam
S01310,89,9.45,40,9,59,55,0,Cloud Engineer,Not Placed,GATE
S01311,89,5.25,5,9,24,97,0,Cloud Engineer,Not Placed,GATE
S01312,99,9.63,10,29,19,98,1,Cybersecurity,Not Placed,CAT
S01313,89,6.02,67,4,50,87,1,Cybersecurity,Not Placed,CAT
S01314,76,7.9,94,46,76,15,1,Cybersecurity,In Progress,CAT
S01315,94,7.3,81,7,93,2,1,Cloud Engineer,In Progress,SkillsCert
S01316,100,5.93,70,48,42,78,1,Data Scientist,Not Placed,No exam
S01317,80,9.09,10,0,35,63,1,Business Analyst,Not Placed,GATE
S01318,64,7.03,52,59,33,58,1,Cybersecurity,Not Placed,GATE
S01319,80,9.5,94,14,91,8,0,Software Engineer,In Progress,GATE
S01320,94,6.05,84,42,11,88,0,AI Researcher,Not Placed,GATE
S01321,93,5.87,39,1,51,83,0,Data Scientist,Not Placed,No exam
S01322,62,5.77,3,60,69,100,5,AI Researcher,In Progress,GRE
S01323,94,6.37,76,15,52,11,0,Software Engineer,Not Placed,SkillsCert
S01324,93,8.61,50,23,53,89,0,Data Scientist,Not Placed,GATE
S01325,86,8.81,13,87,59,83,0,Business Analyst,Placed,GATE
S01326,77,5.4,77,33,83,73,1,Cybersecurity,In Progress,GRE
S01327,87,6.1,53,69,53,69,0,Business Analyst,In Progress,GATE
S01328,85,7.46,18,43,26,35,0,Data Scientist,Not Placed,RRB-NTPC
S01329,73,8.11,16,54,70,69,1,Software Engineer,In Progress,No exam
S01330,85,9.43,92,72,100,23,0,Software Engineer,Placed,CAT
S01331,89,5.67,51,87,78,29,1,Data Scientist,In Progress,GATE
S01332,97,7.85,24,78,56,0,1,Cloud Engineer,In Progress,CAT
S01333,73,5.9,31,29,75,37,0,Cloud Engineer,Not Placed,CAT
S01334,67,6.66,41,76,39,26,0,Cloud Engineer,In Progress,No exam
S01335,84,7.61,52,34,0,38,1,Software Engineer,Not Placed,CAT
S01336,60,6.19,82,20,59,79,4,Business Analyst,Not Placed,CAT
S01337,96,9.16,5,37,14,1,0,Cloud Engineer,Not Placed,RRB-NTPC
S01338,67,5.43,27,70,100,8,5,Business Analyst,In Progress,GRE
S01339,80,9.73,39,86,85,58,1,Data Scientist,Placed,No exam
S01340,100,9.87,44,99,52,26,0,Data Scientist,Placed,GRE
S01341,64,7.83,29,90,40,40,0,Cybersecurity,In Progress,GRE
S01342,88,6.54,87,18,57,72,1,Cloud Engineer,Not Placed,SkillsCert
S01343,90,6.61,58,34,82,82,1,Business Analyst,In Progress,RRB-NTPC
S01344,98,9.36,52,45,51,1,1,Cloud Engineer,In Progress,No exam
S01345,98,7.72,22,45,75,19,1,Cloud Engineer,In Progress,CAT
S01346,77,9.8,13,46,71,51,0,Cybersecurity,In Progress,GRE
S01347,95,5.59,58,81,82,57,1,AI Researcher,In Progress,SkillsCert
S01348,93,5.83,16,84,13,37,0,Data Scientist,Not Placed,RRB-NTPC
S01349,76,8.61,22,41,80,35,0,AI Researcher,In Progress,GATE
S01350,84,5.9,3,74,92,38,0,Data Scientist,In Progress,RRB-NTPC
S01351,73,8.37,60,46,46,12,0,Software Engineer,In Progress,No exam
S01352,66,8.18,20,68,71,48,0,Software Engineer,In Progress,CAT
S01353,81,7.31,9,32,42,10,0,Data Scientist,Not Placed,SkillsCert
S01354,89,9.36,75,47,36,33,1,Business Analyst,In Progress,RRB-NTPC
S01355,94,9.58,65,32,44,44,1,Software Engineer,In Progress,SkillsCert
S01356,99,5.58,90,88,62,58,1,Cybersecurity,In Progress,CAT
S01357,62,9.01,45,34,68,90,1,Data Scientist,In Progress,No exam
S01358,69,6.87,21,73,43,98,0,Data Scientist,In Progress,GRE
S01359,99,5.01,63,40,24,12,1,Cloud Engineer,Not Placed,GRE
S01360,97,5.37,44,9,3,28,1,AI Researcher,Not Placed,No exam
S01361,74,5.23,90,11,32,23,1,Cloud Engineer,Not Placed,No exam
S01362,100,8.59,93,99,63,20,1,Data Scientist,Placed,CAT
S01363,69,5.44,20,52,10,29,4,AI Researcher,Not Placed,RRB-NTPC
S01364,75,6.67,27,64,31,89,1,AI Researcher,Not Placed,No exam
S01365,79,9.46,27,19,20,5,0,Business Analyst,Not Placed,GATE
S01366,68,6.23,12,75,63,49,3,Cybersecurity,In Progress,No exam
S01367,88,5.8,43,22,65,25,0,Cybersecurity,Not Placed,RRB-NTPC
S01368,77,7.08,84,45,87,51,1,Cybersecurity,In Progress,RRB-NTPC
S01369,87,5.05,13,3,38,99,0,Business Analyst,Not Placed,GATE
S01370,99,6.07,32,49,18,44,1,Business Analyst,Not Placed,GRE
S01371,70,7.3,38,93,22,60,0,Software Engineer,In Progress,RRB-NTPC
S01372,98,6.87,29,19,79,41,0,Software Engineer,In Progress,CAT
S01373,74,6.54,74,66,14,13,1,Business Analyst,Not Placed,SkillsCert
S01374,82,9.92,52,99,5,74,1,Data Scientist,In Progress,SkillsCert
S01375,66,7.8,4,14,64,63,1,Software Engineer,Not Placed,CAT
S01376,97,6.11,84,3,34,50,1,Cloud Engineer,Not Placed,SkillsCert
S01377,96,6.1,9,93,67,79,1,AI Researcher,In Progress,GATE
S01378,80,9.22,66,70,63,30,0,Cloud Engineer,Placed,SkillsCert
S01379,70,9.34,43,51,83,25,1,Data Scientist,Placed,CAT
S01380,63,7.23,72,98,71,85,0,Cybersecurity,Placed,GRE
S01381,80,8.76,29,17,53,8,0,Software Engineer,Not Placed,CAT
S01382,67,8.3,44,35,87,26,1,Business Analyst,In Progress,SkillsCert
S01383,65,6.65,84,30,42,78,0,Business Analyst,Not Placed,SkillsCert
S01384,82,9.25,44,17,5,65,1,AI Researcher,Not Placed,SkillsCert
S01385,92,8.79,1,39,78,97,1,Software Engineer,In Progress,GATE
S01386,77,7.63,42,53,46,53,0,Business Analyst,In Progress,CAT
S01387,83,5.62,93,92,92,98,1,Business Analyst,Placed,RRB-NTPC
S01388,67,7.54,96,40,37,76,0,Data Scientist,Not Placed,SkillsCert
S01389,75,5.49,7,57,55,97,1,Software Engineer,In Progress,CAT
S01390,79,5.9,25,10,18,2,1,Cybersecurity,Not Placed,No exam
S01391,79,7.86,51,64,10,16,1,Cloud Engineer,Not Placed,GATE
S01392,78,5.53,15,64,9,9,0,Cybersecurity,Not Placed,GATE
S01393,87,6.5,48,97,96,69,0,Software Engineer,Placed,CAT
S01394,97,9.55,91,23,37,95,1,Data Scientist,Not Placed,CAT
S01395,79,8.97,31,26,75,16,0,Business Analyst,In Progress,RRB-NTPC
S01396,87,7.67,17,12,53,59,0,AI Researcher,Not Placed,SkillsCert
S01397,68,8.97,44,27,47,37,0,Data Scientist,Not Placed,CAT
S01398,65,9.21,24,51,70,42,1,Data Scientist,In Progress,CAT
S01399,61,6.14,24,96,67,26,2,Business Analyst,In Progress,No exam
S01400,80,5.92,100,85,2,49,0,Software Engineer,Not Placed,RRB-NTPC
S01401,98,6.09,98,76,60,20,1,Cybersecurity,In Progress,GRE
S01402,76,8.23,38,1,83,16,1,AI Researcher,In Progress,GRE
S01403,97,5.27,31,33,68,73,0,AI Researcher,Not Placed,GATE
S01404,67,5.46,81,59,42,83,5,Cloud Engineer,Not Placed,RRB-NTPC
S01405,92,6.21,76,31,88,32,0,Data Scientist,In Progress,No exam
S01406,99,5.3,6,87,62,50,0,Cybersecurity,In Progress,CAT
S01407,78,5.02,3,16,6,91,1,Data Scientist,Not Placed,No exam
S01408,77,6.07,91,94,83,95,1,Cybersecurity,Placed,SkillsCert
S01409,92,7.72,6,27,96,2,0,AI Researcher,In Progress,CAT
S01410,82,9.16,9,100,76,86,1,Cybersecurity,Placed,GATE
S01411,74,7.63,32,9,10,75,1,Cloud Engineer,Not Placed,CAT
S01412,76,9.42,6,83,87,71,0,Software Engineer,Placed,CAT
S01413,91,5.49,92,99,19,7,1,Data Scientist,In Progress,CAT
S01414,93,9.06,68,9,14,89,1,AI Researcher,Not Placed,SkillsCert
S01415,97,5.02,20,72,67,52,0,Cloud Engineer,In Progress,RRB-NTPC
S01416,91,8.2,43,14,16,95,0,AI Researcher,Not Placed,GRE
S01417,68,8.53,70,36,48,42,0,Business Analyst,In Progress,CAT
S01418,81,7.3,81,16,86,10,1,Data Scientist,In Progress,RRB-NTPC
S01419,70,7.77,23,18,32,57,1,Software Engineer,Not Placed,CAT
S01420,89,7.67,9,74,100,58,0,Cybersecurity,Placed,RRB-NTPC
S01421,99,9.14,1,62,7,81,1,Business Analyst,Not Placed,GATE
S01422,72,8.42,14,49,70,87,0,Business Analyst,In Progress,No exam
S01423,70,9.2,25,13,75,53,1,Cloud Engineer,In Progress,RRB-NTPC
S01424,83,9.81,61,23,82,37,0,AI Researcher,In Progress,GATE
S01425,92,7.16,45,65,63,89,1,Business Analyst,In Progress,No exam
S01426,96,9.73,48,80,54,41,0,Data Scientist,Placed,GRE
S01427,99,9.86,80,38,91,69,1,Data Scientist,Placed,CAT
S01428,91,8.63,68,33,57,82,1,Data Scientist,In Progress,RRB-NTPC
S01429,88,7.12,16,80,72,9,1,Business Analyst,In Progress,SkillsCert
S01430,87,6.53,39,38,2,51,1,Data Scientist,Not Placed,RRB-NTPC
S01431,90,5.8,28,43,43,35,0,Business Analyst,Not Placed,No exam
S01432,81,5.62,89,54,92,23,0,AI Researcher,In Progress,GATE
S01433,92,9.98,53,74,97,69,0,Cloud Engineer,Placed,SkillsCert
S01434,93,8.25,82,30,79,65,0,Business Analyst,In Progress,No exam
S01435,69,7.16,65,59,91,69,0,AI Researcher,In Progress,No exam
S01436,99,7.38,95,58,5,50,1,Software Engineer,Not Placed,No exam
S01437,100,6.87,34,72,30,23,1,Cybersecurity,In Progress,CAT
S01438,88,5.77,7,84,88,1,1,Cybersecurity,Placed,CAT
S01439,91,9.67,70,51,27,46,0,Business Analyst,In Progress,RRB-NTPC
S01440,71,5.46,92,58,58,1,0,Cloud Engineer,In Progress,GRE
S01441,69,7.87,2,26,32,17,1,Data Scientist,Not Placed,CAT
S01442,87,7.7,65,33,73,53,0,Software Engineer,In Progress,No exam
S01443,88,9.92,51,79,19,91,0,Software Engineer,In Progress,CAT
S01444,77,7.49,5,75,79,44,0,Business Analyst,Placed,No exam
S01445,77,5.06,85,69,0,16,1,Data Scientist,Not Placed,RRB-NTPC
S01446,90,6.25,67,11,39,97,1,Cloud Engineer,Not Placed,CAT
S01447,83,7.05,44,49,15,79,1,Cybersecurity,Not Placed,GRE
S01448,81,7.08,63,72,12,92,0,Software Engineer,Not Placed,CAT
S01449,88,7.99,48,11,22,57,1,Software Engineer,Not Placed,GATE
S01450,99,8.23,61,80,82,83,1,Data Scientist,Placed,GATE
S01451,90,9.75,28,13,11,38,1,AI Researcher,Not Placed,GATE
S01452,76,9.45,11,84,55,81,0,Cloud Engineer,Placed,CAT
S01453,69,6.07,6,85,21,75,2,Cloud Engineer,In Progress,No exam
S01454,65,8.3,37,68,54,21,1,Cloud Engineer,In Progress,No exam
S01455,84,8.07,57,35,42,64,0,Cloud Engineer,Not Placed,No exam
S01456,82,7.87,55,68,32,19,1,Business Analyst,In Progress,GATE
S01457,87,6.12,40,99,27,19,1,Cloud Engineer,In Progress,GRE
S01458,82,7.25,2,51,60,0,1,Business Analyst,In Progress,CAT
S01459,92,6.93,36,53,58,87,0,Cloud Engineer,In Progress,GRE
S01460,80,5.15,75,77,72,33,1,AI Researcher,In Progress,RRB-NTPC
S01461,79,8.8,63,77,87,33,1,Cloud Engineer,Placed,GRE
S01462,62,7.45,67,31,51,0,0,Cybersecurity,Not Placed,CAT
S01463,78,8.17,8,10,41,3,0,Cloud Engineer,Not Placed,GRE
S01464,82,5.95,3,89,78,3,0,Software Engineer,Placed,GATE
S01465,78,7.05,9,17,89,44,0,Software Engineer,In Progress,SkillsCert
S01466,72,7.84,10,38,10,44,1,Cloud Engineer,Not Placed,No exam
S01467,73,9.84,23,47,40,95,1,Cloud Engineer,In Progress,No exam
S01468,97,9.97,41,71,97,92,1,Software Engineer,Placed,No exam
S01469,87,7.86,44,52,4,72,1,Data Scientist,Not Placed,GATE
S01470,91,7.37,48,80,96,98,1,Business Analyst,Placed,SkillsCert
S01471,70,6.36,29,63,80,25,0,Cloud Engineer,In Progress,No exam
S01472,82,8.71,20,13,24,66,1,Business Analyst,Not Placed,SkillsCert
S01473,81,9.38,9,16,44,87,1,Business Analyst,Not Placed,CAT
S01474,71,9.52,35,82,23,60,0,AI Researcher,In Progress,CAT
S01475,69,5.76,99,69,88,35,2,Cloud Engineer,In Progress,GATE
S01476,69,6.47,18,64,26,90,4,AI Researcher,Not Placed,GRE
S01477,94,6.8,91,84,82,18,0,Cloud Engineer,Placed,RRB-NTPC
S01478,76,6.1,29,46,70,42,1,AI Researcher,In Progress,GRE
S01479,64,9.52,54,95,89,40,1,Cloud Engineer,Placed,RRB-NTPC
S01480,93,9.22,29,66,98,73,0,Business Analyst,Placed,CAT
S01481,62,5.97,16,44,59,80,2,AI Researcher,Not Placed,SkillsCert
S01482,80,5.81,0,99,88,58,1,Cloud Engineer,Placed,RRB-NTPC
S01483,77,9.91,99,0,35,91,0,Data Scientist,Not Placed,No exam
S01484,74,8.12,85,66,43,5,1,Cybersecurity,In Progress,GRE
S01485,81,8.47,72,86,45,53,0,Business Analyst,In Progress,GRE
S01486,74,8.47,33,52,5,32,1,Software Engineer,Not Placed,CAT
S01487,81,9.36,0,44,57,68,1,AI Researcher,In Progress,SkillsCert
S01488,76,9.53,74,59,19,51,1,Cybersecurity,In Progress,CAT
S01489,73,5.09,38,8,13,24,1,Cloud Engineer,Not Placed,CAT
S01490,76,7.43,97,70,31,7,1,AI Researcher,In Progress,CAT
